"","Iplant_Double","Month","Year","Transect_R","Hummingbird","Camera","Day","Bird","Plant","Yobs","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant","jCamera"
"1388","Palicourea acetosoides",9,"2015","2100_2300","Green-fronted Lancebill","46",1,15,107,0,"2015-09-09","FH1227",NA,0.964,0.00549305677623484,"Sep",10,31,46
"1389","Palicourea acetosoides",11,"2013","1700_1900","Wedge-billed Hummingbird","154",1,6,107,0,"2013-11-19","FH604",NA,0.905,0.00263666725259272,"Nov",17,31,154
"1390","Palicourea acetosoides",11,"2013","1700_1900","Green-fronted Lancebill","154",1,15,107,3,"2013-11-19","FH604",1740,0.964,0.00263666725259272,"Nov",10,31,154
"1391","Palicourea acetosoides",11,"2013","1700_1900","Green-crowned Brilliant","154",1,10,107,0,"2013-11-19","FH604",NA,0.118,0.00263666725259272,"Nov",9,31,154
"1392","Palicourea acetosoides",11,"2013","1700_1900","Purple-bibbed Whitetip","154",1,7,107,0,"2013-11-19","FH604",NA,0.365,0.00263666725259272,"Nov",12,31,154
"1393","Palicourea acetosoides",11,"2013","1700_1900","Booted Racket-tail","154",1,8,107,0,"2013-11-19","FH604",NA,1.003,0.00263666725259272,"Nov",2,31,154
"1394","Palicourea acetosoides",11,"2013","1700_1900","Tawny-bellied Hermit","154",1,11,107,0,"2013-11-19","FH604",NA,1.768,0.00263666725259272,"Nov",15,31,154
"1395","Palicourea acetosoides",12,"2013","1900_2100","Green-fronted Lancebill","124",1,15,107,2,"2013-12-04","FH505",1910,0.964,0.0121945860432413,"Dec",10,31,124
"1396","Palicourea acetosoides",12,"2013","1900_2100","Booted Racket-tail","124",1,8,107,0,"2013-12-04","FH505",NA,1.003,0.0121945860432413,"Dec",2,31,124
"1397","Palicourea acetosoides",12,"2013","1900_2100","Green-crowned Brilliant","124",1,10,107,0,"2013-12-04","FH505",NA,0.118,0.0121945860432413,"Dec",9,31,124
"1398","Palicourea acetosoides",12,"2013","1900_2100","Wedge-billed Hummingbird","124",1,6,107,0,"2013-12-04","FH505",NA,0.905,0.0121945860432413,"Dec",17,31,124
"1399","Palicourea acetosoides",12,"2013","1900_2100","Brown Inca","124",1,13,107,0,"2013-12-04","FH505",NA,1.061,0.0121945860432413,"Dec",3,31,124
"1400","Palicourea acetosoides",12,"2013","1900_2100","Purple-bibbed Whitetip","124",1,7,107,0,"2013-12-04","FH505",NA,0.365,0.0121945860432413,"Dec",12,31,124
"1401","Palicourea acetosoides",12,"2013","1900_2100","Tawny-bellied Hermit","124",1,11,107,0,"2013-12-04","FH505",NA,1.768,0.0121945860432413,"Dec",15,31,124
"1402","Palicourea demissa",2,"2014","1300_1500","White-whiskered Hermit","322",1,3,108,0,"2014-02-23","NF058",NA,2.241,0.00780014062225347,"Feb",18,32,322
"1403","Palicourea demissa",2,"2014","1300_1500","Crowned Woodnymph","322",1,2,108,4,"2014-02-23","NF058",1390,0.09,0.00780014062225347,"Feb",6,32,322
"1404","Palicourea demissa",2,"2014","1300_1500","Stripe-throated Hermit","322",1,4,108,0,"2014-02-23","NF058",NA,0.283,0.00780014062225347,"Feb",14,32,322
"1405","Palicourea demissa",2,"2014","1300_1500","Booted Racket-tail","322",1,8,108,1,"2014-02-23","NF058",1390,0.687,0.00780014062225347,"Feb",2,32,322
"1406","Palicourea demissa",2,"2014","1300_1500","Wedge-billed Hummingbird","322",1,6,108,0,"2014-02-23","NF058",NA,0.589,0.00780014062225347,"Feb",17,32,322
"1407","Palicourea demissa",5,"2014","1300_1500","Booted Racket-tail","329",2,8,108,4,"2014-05-24","NF081",1344,0.687,0.0674547372121638,"May",2,32,329
"1408","Palicourea demissa",5,"2014","1300_1500","Wedge-billed Hummingbird","328",1,6,108,0,"2014-05-24","NF080",NA,0.589,0.0674547372121638,"May",17,32,328
"1409","Palicourea demissa",5,"2014","1300_1500","Wedge-billed Hummingbird","329",2,6,108,0,"2014-05-24","NF081",NA,0.589,0.0674547372121638,"May",17,32,329
"1410","Palicourea demissa",5,"2014","1300_1500","Booted Racket-tail","329",1,8,108,1,"2014-05-23","NF081",1344,0.687,0.0674547372121638,"May",2,32,329
"1411","Palicourea demissa",5,"2014","1300_1500","White-whiskered Hermit","328",1,3,108,1,"2014-05-24","NF080",1351,2.241,0.0674547372121638,"May",18,32,328
"1412","Palicourea demissa",5,"2014","1300_1500","Wedge-billed Hummingbird","329",1,6,108,0,"2014-05-23","NF081",NA,0.589,0.0674547372121638,"May",17,32,329
"1413","Palicourea demissa",5,"2014","1500_1700","Stripe-throated Hermit","330",1,4,108,2,"2014-05-24","NF084",1513,0.283,0.0220820882404641,"May",14,32,330
"1414","Palicourea demissa",5,"2014","1500_1700","Wedge-billed Hummingbird","330",1,6,108,0,"2014-05-24","NF084",NA,0.589,0.0220820882404641,"May",17,32,330
"1415","Palicourea demissa",5,"2014","1500_1700","Purple-bibbed Whitetip","330",1,7,108,0,"2014-05-24","NF084",NA,0.049,0.0220820882404641,"May",12,32,330
"1416","Palicourea demissa",5,"2014","1500_1700","Booted Racket-tail","330",1,8,108,10,"2014-05-24","NF084",1513,0.687,0.0220820882404641,"May",2,32,330
"1417","Palicourea demissa",5,"2015","1900_2100","Green-crowned Brilliant","145",1,10,108,0,"2015-05-27","FH540",NA,0.198,0.010876252416945,"May",9,32,145
"1418","Palicourea demissa",5,"2015","1900_2100","Booted Racket-tail","145",1,8,108,0,"2015-05-27","FH540",NA,0.687,0.010876252416945,"May",2,32,145
"1419","Palicourea demissa",5,"2015","1900_2100","Purple-bibbed Whitetip","145",1,7,108,0,"2015-05-27","FH540",NA,0.049,0.010876252416945,"May",12,32,145
"1420","Palicourea demissa",5,"2015","1900_2100","Wedge-billed Hummingbird","57",1,6,108,0,"2015-05-13","FH1319",NA,0.589,0.010876252416945,"May",17,32,57
"1421","Palicourea demissa",5,"2015","1900_2100","Brown Inca","57",1,13,108,0,"2015-05-13","FH1319",NA,1.377,0.010876252416945,"May",3,32,57
"1422","Palicourea demissa",5,"2015","1900_2100","Brown Inca","145",1,13,108,1,"2015-05-27","FH540",1930,1.377,0.010876252416945,"May",3,32,145
"1423","Palicourea demissa",5,"2015","1900_2100","Tawny-bellied Hermit","57",1,11,108,0,"2015-05-13","FH1319",NA,2.084,0.010876252416945,"May",15,32,57
"1424","Palicourea demissa",5,"2015","1900_2100","Purple-bibbed Whitetip","57",1,7,108,0,"2015-05-13","FH1319",NA,0.049,0.010876252416945,"May",12,32,57
"1425","Palicourea demissa",5,"2015","1900_2100","Tawny-bellied Hermit","145",1,11,108,0,"2015-05-27","FH540",NA,2.084,0.010876252416945,"May",15,32,145
"1426","Palicourea demissa",5,"2015","1900_2100","Booted Racket-tail","57",1,8,108,0,"2015-05-13","FH1319",NA,0.687,0.010876252416945,"May",2,32,57
"1427","Palicourea demissa",5,"2015","1900_2100","Green-crowned Brilliant","57",1,10,108,0,"2015-05-13","FH1319",NA,0.198,0.010876252416945,"May",9,32,57
"1428","Palicourea demissa",5,"2015","1900_2100","Wedge-billed Hummingbird","145",1,6,108,0,"2015-05-27","FH540",NA,0.589,0.010876252416945,"May",17,32,145
"1429","Palicourea demissa",5,"2015","1900_2100","Fawn-breasted Brilliant","145",1,12,108,0,"2015-05-27","FH540",NA,0.089,0.010876252416945,"May",7,32,145
"1430","Palicourea demissa",6,"2014","1300_1500","Stripe-throated Hermit","333",2,4,108,1,"2014-06-22","NF092",1400,0.283,0.15578309017402,"Jun",14,32,333
"1431","Palicourea demissa",6,"2014","1300_1500","Stripe-throated Hermit","333",1,4,108,1,"2014-06-21","NF092",1400,0.283,0.15578309017402,"Jun",14,32,333
"1432","Palicourea demissa",6,"2014","1300_1500","White-whiskered Hermit","325",1,3,108,2,"2014-06-25","NF065",1316,2.241,0.15578309017402,"Jun",18,32,325
"1433","Palicourea demissa",6,"2014","1300_1500","Wedge-billed Hummingbird","333",2,6,108,0,"2014-06-22","NF092",NA,0.589,0.15578309017402,"Jun",17,32,333
"1434","Palicourea demissa",6,"2014","1300_1500","Wedge-billed Hummingbird","333",1,6,108,0,"2014-06-21","NF092",NA,0.589,0.15578309017402,"Jun",17,32,333
"1435","Palicourea demissa",6,"2015","1700_1900","Booted Racket-tail","58",1,8,108,1,"2015-06-09","FH1321",1790,0.687,0.065587097908244,"Jun",2,32,58
"1436","Palicourea demissa",6,"2015","1700_1900","Purple-bibbed Whitetip","58",1,7,108,1,"2015-06-09","FH1321",1790,0.049,0.065587097908244,"Jun",12,32,58
"1437","Palicourea demissa",6,"2015","1700_1900","Wedge-billed Hummingbird","58",1,6,108,0,"2015-06-09","FH1321",NA,0.589,0.065587097908244,"Jun",17,32,58
"1438","Palicourea demissa",6,"2015","1700_1900","Green-crowned Brilliant","58",1,10,108,0,"2015-06-09","FH1321",NA,0.198,0.065587097908244,"Jun",9,32,58
"1439","Palicourea demissa",6,"2015","1700_1900","Tawny-bellied Hermit","58",1,11,108,0,"2015-06-09","FH1321",NA,2.084,0.065587097908244,"Jun",15,32,58
"1440","Palicourea demissa",7,"2013","1300_1500","Booted Racket-tail","261",2,8,108,1,"2013-07-11","FL060",1400,0.687,0.194280263080799,"Jul",2,32,261
"1441","Palicourea demissa",7,"2013","1300_1500","Crowned Woodnymph","261",1,2,108,1,"2013-07-10","FL060",1400,0.09,0.194280263080799,"Jul",6,32,261
"1442","Palicourea demissa",7,"2013","1300_1500","Stripe-throated Hermit","261",2,4,108,2,"2013-07-11","FL060",1400,0.283,0.194280263080799,"Jul",14,32,261
"1443","Palicourea demissa",7,"2013","1300_1500","Stripe-throated Hermit","261",1,4,108,3,"2013-07-10","FL060",1400,0.283,0.194280263080799,"Jul",14,32,261
"1444","Palicourea demissa",7,"2013","1300_1500","Purple-bibbed Whitetip","261",2,7,108,2,"2013-07-11","FL060",1400,0.049,0.194280263080799,"Jul",12,32,261
"1445","Palicourea demissa",7,"2013","1300_1500","Crowned Woodnymph","261",2,2,108,0,"2013-07-11","FL060",NA,0.09,0.194280263080799,"Jul",6,32,261
"1446","Palicourea demissa",7,"2013","1300_1500","Wedge-billed Hummingbird","261",2,6,108,0,"2013-07-11","FL060",NA,0.589,0.194280263080799,"Jul",17,32,261
"1447","Palicourea demissa",7,"2013","1300_1500","White-whiskered Hermit","261",2,3,108,0,"2013-07-11","FL060",NA,2.241,0.194280263080799,"Jul",18,32,261
"1448","Palicourea demissa",7,"2013","1300_1500","Booted Racket-tail","261",1,8,108,6,"2013-07-10","FL060",1400,0.687,0.194280263080799,"Jul",2,32,261
"1449","Palicourea demissa",7,"2013","1300_1500","White-whiskered Hermit","261",1,3,108,1,"2013-07-10","FL060",1400,2.241,0.194280263080799,"Jul",18,32,261
"1450","Palicourea demissa",7,"2013","1300_1500","Purple-bibbed Whitetip","261",1,7,108,1,"2013-07-10","FL060",1400,0.049,0.194280263080799,"Jul",12,32,261
"1451","Palicourea demissa",7,"2013","1300_1500","Wedge-billed Hummingbird","261",1,6,108,0,"2013-07-10","FL060",NA,0.589,0.194280263080799,"Jul",17,32,261
"1452","Palicourea demissa",7,"2013","1900_2100","Green-crowned Brilliant","270",1,10,108,0,"2013-07-26","FL078",NA,0.198,0.208150231440792,"Jul",9,32,270
"1453","Palicourea demissa",7,"2013","1900_2100","Fawn-breasted Brilliant","270",1,12,108,2,"2013-07-26","FL078",1960,0.089,0.208150231440792,"Jul",7,32,270
"1454","Palicourea demissa",7,"2013","1900_2100","Violet-tailed Sylph","270",1,14,108,0,"2013-07-26","FL078",NA,0.355,0.208150231440792,"Jul",16,32,270
"1455","Palicourea demissa",7,"2013","1900_2100","Tawny-bellied Hermit","270",1,11,108,0,"2013-07-26","FL078",NA,2.084,0.208150231440792,"Jul",15,32,270
"1456","Palicourea demissa",7,"2013","1900_2100","Brown Inca","270",1,13,108,0,"2013-07-26","FL078",NA,1.377,0.208150231440792,"Jul",3,32,270
"1457","Palicourea demissa",7,"2014","1300_1500","Wedge-billed Hummingbird","334",1,6,108,0,"2014-07-04","NF096",NA,0.589,0.181600457022324,"Jul",17,32,334
"1458","Palicourea demissa",7,"2014","1300_1500","Tawny-bellied Hermit","340",1,11,108,1,"2014-07-22","NF108A",1400,2.084,0.181600457022324,"Jul",15,32,340
"1459","Palicourea demissa",7,"2014","1300_1500","Crowned Woodnymph","334",1,2,108,1,"2014-07-04","NF096",1400,0.09,0.181600457022324,"Jul",6,32,334
"1460","Palicourea demissa",7,"2014","1300_1500","Wedge-billed Hummingbird","340",1,6,108,0,"2014-07-22","NF108A",NA,0.589,0.181600457022324,"Jul",17,32,340
"1461","Palicourea demissa",8,"2013","1300_1500","Wedge-billed Hummingbird","288",1,6,108,0,"2013-08-14","FL099",NA,0.589,0.107136579363684,"Aug",17,32,288
"1462","Palicourea demissa",8,"2013","1300_1500","Stripe-throated Hermit","288",1,4,108,8,"2013-08-14","FL099",1380,0.283,0.107136579363684,"Aug",14,32,288
"1463","Palicourea demissa",8,"2013","1300_1500","Andean Emerald","288",1,1,108,3,"2013-08-14","FL099",1380,0.292,0.107136579363684,"Aug",1,32,288
"1464","Palicourea demissa",8,"2013","1300_1500","White-whiskered Hermit","288",1,3,108,0,"2013-08-14","FL099",NA,2.241,0.107136579363684,"Aug",18,32,288
"1465","Palicourea demissa",8,"2013","1300_1500","White-whiskered Hermit","288",2,3,108,0,"2013-08-15","FL099",NA,2.241,0.107136579363684,"Aug",18,32,288
"1466","Palicourea demissa",8,"2013","1300_1500","Andean Emerald","288",2,1,108,7,"2013-08-15","FL099",1380,0.292,0.107136579363684,"Aug",1,32,288
"1467","Palicourea demissa",8,"2013","1300_1500","Crowned Woodnymph","288",2,2,108,1,"2013-08-15","FL099",1380,0.09,0.107136579363684,"Aug",6,32,288
"1468","Palicourea demissa",8,"2013","1300_1500","Booted Racket-tail","288",2,8,108,3,"2013-08-15","FL099",1380,0.687,0.107136579363684,"Aug",2,32,288
"1469","Palicourea demissa",8,"2013","1300_1500","Crowned Woodnymph","288",1,2,108,0,"2013-08-14","FL099",NA,0.09,0.107136579363684,"Aug",6,32,288
"1470","Palicourea demissa",8,"2013","1300_1500","Stripe-throated Hermit","288",2,4,108,3,"2013-08-15","FL099",1380,0.283,0.107136579363684,"Aug",14,32,288
"1471","Palicourea demissa",8,"2013","1300_1500","Wedge-billed Hummingbird","288",2,6,108,0,"2013-08-15","FL099",NA,0.589,0.107136579363684,"Aug",17,32,288
"1472","Palicourea demissa",8,"2013","1300_1500","Booted Racket-tail","288",1,8,108,0,"2013-08-14","FL099",NA,0.687,0.107136579363684,"Aug",2,32,288
"1473","Palicourea demissa",11,"2014","1300_1500","White-whiskered Hermit","350",1,3,108,0,"2014-11-30","NF144",NA,2.241,0.00725083494462999,"Nov",18,32,350
"1474","Palicourea demissa",11,"2014","1300_1500","Crowned Woodnymph","350",1,2,108,0,"2014-11-30","NF144",NA,0.09,0.00725083494462999,"Nov",6,32,350
"1475","Palicourea demissa",11,"2014","1300_1500","Booted Racket-tail","350",1,8,108,1,"2014-11-30","NF144",1379,0.687,0.00725083494462999,"Nov",2,32,350
"1476","Palicourea demissa",11,"2014","1300_1500","Wedge-billed Hummingbird","350",1,6,108,0,"2014-11-30","NF144",NA,0.589,0.00725083494462999,"Nov",17,32,350
"1477","Palicourea demissa",11,"2014","1300_1500","Stripe-throated Hermit","350",1,4,108,1,"2014-11-30","NF144",1379,0.283,0.00725083494462999,"Nov",14,32,350
"1478","Palicourea demissa",11,"2014","1300_1500","Andean Emerald","350",1,1,108,0,"2014-11-30","NF144",NA,0.292,0.00725083494462999,"Nov",1,32,350
"1479","Palicourea demissa",12,"2013","1300_1500","Wedge-billed Hummingbird","305",2,6,108,0,"2013-12-22","NF027",NA,0.589,0.034056952012656,"Dec",17,32,305
"1480","Palicourea demissa",12,"2013","1300_1500","White-whiskered Hermit","305",2,3,108,1,"2013-12-22","NF027",1367,2.241,0.034056952012656,"Dec",18,32,305
"1481","Palicourea demissa",12,"2013","1300_1500","White-whiskered Hermit","305",1,3,108,0,"2013-12-21","NF027",NA,2.241,0.034056952012656,"Dec",18,32,305
"1482","Palicourea demissa",12,"2013","1300_1500","Wedge-billed Hummingbird","305",1,6,108,0,"2013-12-21","NF027",NA,0.589,0.034056952012656,"Dec",17,32,305
"1483","Palicourea demissa",12,"2013","1300_1500","Crowned Woodnymph","305",1,2,108,2,"2013-12-21","NF027",1367,0.09,0.034056952012656,"Dec",6,32,305
"1484","Palicourea demissa",12,"2013","1300_1500","Crowned Woodnymph","305",2,2,108,3,"2013-12-22","NF027",1367,0.09,0.034056952012656,"Dec",6,32,305
"1485","Palicourea lineata",4,"2015","2100_2300","Collared Inca","56",1,16,109,0,"2015-04-08","FH1318",NA,1.597,0.00758041835120408,"Apr",5,33,56
"1486","Palicourea lineata",4,"2015","2100_2300","Green-fronted Lancebill","56",1,15,109,0,"2015-04-08","FH1318",NA,1.615,0.00758041835120408,"Apr",10,33,56
"1487","Palicourea lineata",4,"2015","2100_2300","Buff-tailed Coronet","56",1,17,109,0,"2015-04-08","FH1318",NA,0.044,0.00758041835120408,"Apr",4,33,56
"1488","Palicourea lineata",4,"2015","2100_2300","Gorgeted Sunangel","56",1,19,109,4,"2015-04-08","FH1318",2190,0.079,0.00758041835120408,"Apr",8,33,56
"1489","Palicourea lineata",5,"2014","2300_2500","Speckled Hummingbird","160",1,20,109,17,"2014-05-07","FH616",2450,0.14,0.0164791703287045,"May",13,33,160
"1490","Palicourea lineata",5,"2015","2100_2300","Collared Inca","48",1,16,109,0,"2015-05-27","FH1230",NA,1.597,0.0406486201441378,"May",5,33,48
"1491","Palicourea lineata",5,"2015","2100_2300","Buff-tailed Coronet","48",1,17,109,1,"2015-05-27","FH1230",2270,0.044,0.0406486201441378,"May",4,33,48
"1492","Palicourea lineata",5,"2015","2100_2300","Hoary Puffleg","48",1,18,109,0,"2015-05-27","FH1230",NA,0.106,0.0406486201441378,"May",11,33,48
"1493","Palicourea lineata",6,"2013","2100_2300","Buff-tailed Coronet","249",1,17,109,0,"2013-06-15","FL036",NA,0.044,0.332860930450577,"Jun",4,33,249
"1494","Palicourea lineata",6,"2013","2100_2300","Speckled Hummingbird","249",1,20,109,1,"2013-06-15","FL036",2300,0.14,0.332860930450577,"Jun",13,33,249
"1495","Palicourea lineata",6,"2013","2100_2300","Hoary Puffleg","248",2,18,109,0,"2013-06-16","FL035",NA,0.106,0.332860930450577,"Jun",11,33,248
"1496","Palicourea lineata",6,"2013","2100_2300","Hoary Puffleg","249",1,18,109,0,"2013-06-15","FL036",NA,0.106,0.332860930450577,"Jun",11,33,249
"1497","Palicourea lineata",6,"2013","2100_2300","Collared Inca","249",1,16,109,0,"2013-06-15","FL036",NA,1.597,0.332860930450577,"Jun",5,33,249
"1498","Palicourea lineata",6,"2013","2100_2300","Hoary Puffleg","248",1,18,109,0,"2013-06-15","FL035",NA,0.106,0.332860930450577,"Jun",11,33,248
"1499","Palicourea lineata",6,"2013","2100_2300","Buff-tailed Coronet","248",1,17,109,0,"2013-06-15","FL035",NA,0.044,0.332860930450577,"Jun",4,33,248
"1500","Palicourea lineata",6,"2013","2100_2300","Buff-tailed Coronet","248",2,17,109,0,"2013-06-16","FL035",NA,0.044,0.332860930450577,"Jun",4,33,248
"1501","Palicourea lineata",6,"2013","2100_2300","Gorgeted Sunangel","248",1,19,109,1,"2013-06-15","FL035",2300,0.079,0.332860930450577,"Jun",8,33,248
"1502","Palicourea lineata",6,"2013","2100_2300","Gorgeted Sunangel","248",2,19,109,1,"2013-06-16","FL035",2300,0.079,0.332860930450577,"Jun",8,33,248
"1503","Palicourea lineata",6,"2013","2100_2300","Gorgeted Sunangel","249",1,19,109,0,"2013-06-15","FL036",NA,0.079,0.332860930450577,"Jun",8,33,249
"1504","Palicourea lineata",6,"2013","2100_2300","Collared Inca","248",2,16,109,0,"2013-06-16","FL035",NA,1.597,0.332860930450577,"Jun",5,33,248
"1505","Palicourea lineata",6,"2013","2100_2300","Collared Inca","248",1,16,109,0,"2013-06-15","FL035",NA,1.597,0.332860930450577,"Jun",5,33,248
"1506","Palicourea lineata",6,"2015","2300_2500","Speckled Hummingbird","177",1,20,109,0,"2015-06-23","FH642",NA,0.14,0.145675865705748,"Jun",13,33,177
"1507","Palicourea lineata",6,"2015","2300_2500","Collared Inca","177",1,16,109,0,"2015-06-23","FH642",NA,1.597,0.145675865705748,"Jun",5,33,177
"1508","Palicourea lineata",6,"2015","2300_2500","Gorgeted Sunangel","177",1,19,109,2,"2015-06-23","FH642",2370,0.079,0.145675865705748,"Jun",8,33,177
"1509","Palicourea lineata",7,"2013","1900_2100","Booted Racket-tail","271",1,8,109,1,"2013-07-25","FL078A",1960,0.352,0,NA,2,33,271
"1510","Palicourea lineata",7,"2013","1900_2100","Violet-tailed Sylph","269",2,14,109,2,"2013-07-25","FL076",2090,0.02,0,NA,16,33,269
"1511","Palicourea lineata",7,"2013","1900_2100","Violet-tailed Sylph","271",1,14,109,0,"2013-07-25","FL078A",NA,0.02,0,NA,16,33,271
"1512","Palicourea lineata",7,"2013","1900_2100","Brown Inca","271",1,13,109,0,"2013-07-25","FL078A",NA,1.712,0,NA,3,33,271
"1513","Palicourea lineata",7,"2013","1900_2100","Tawny-bellied Hermit","269",3,11,109,0,"2013-07-26","FL076",NA,2.419,0,NA,15,33,269
"1514","Palicourea lineata",7,"2013","1900_2100","Buff-tailed Coronet","271",1,17,109,2,"2013-07-25","FL078A",1960,0.044,0,NA,4,33,271
"1515","Palicourea lineata",7,"2013","1900_2100","Green-crowned Brilliant","269",3,10,109,0,"2013-07-26","FL076",NA,0.533,0,NA,9,33,269
"1516","Palicourea lineata",7,"2013","1900_2100","Green-crowned Brilliant","269",1,10,109,0,"2013-07-24","FL076",NA,0.533,0,NA,9,33,269
"1517","Palicourea lineata",7,"2013","1900_2100","Green-crowned Brilliant","269",2,10,109,0,"2013-07-25","FL076",NA,0.533,0,NA,9,33,269
"1518","Palicourea lineata",7,"2013","1900_2100","Green-crowned Brilliant","271",1,10,109,0,"2013-07-25","FL078A",NA,0.533,0,NA,9,33,271
"1519","Palicourea lineata",7,"2013","1900_2100","Violet-tailed Sylph","269",3,14,109,1,"2013-07-26","FL076",2090,0.02,0,NA,16,33,269
"1520","Palicourea lineata",7,"2013","1900_2100","Violet-tailed Sylph","269",1,14,109,1,"2013-07-24","FL076",2090,0.02,0,NA,16,33,269
"1521","Palicourea lineata",7,"2013","1900_2100","Tawny-bellied Hermit","269",1,11,109,0,"2013-07-24","FL076",NA,2.419,0,NA,15,33,269
"1522","Palicourea lineata",7,"2013","1900_2100","Tawny-bellied Hermit","271",1,11,109,0,"2013-07-25","FL078A",NA,2.419,0,NA,15,33,271
"1523","Palicourea lineata",7,"2013","1900_2100","Tawny-bellied Hermit","269",2,11,109,0,"2013-07-25","FL076",NA,2.419,0,NA,15,33,269
"1524","Palicourea lineata",7,"2014","2300_2500","Gorgeted Sunangel","211",1,19,109,7,"2014-07-02","FH818",2410,0.079,0.0320794515732115,"Jul",8,33,211
"1525","Palicourea lineata",7,"2014","2300_2500","Speckled Hummingbird","211",1,20,109,0,"2014-07-02","FH818",NA,0.14,0.0320794515732115,"Jul",13,33,211
"1526","Pitcairnia sodiroi",4,"2015","2100_2300","Brown Inca","16",1,13,112,1,"2015-04-28","FH1118",2120,1.461,0,NA,3,34,16
"1527","Pitcairnia sodiroi",4,"2015","2100_2300","Green-fronted Lancebill","16",1,15,112,0,"2015-04-28","FH1118",NA,1.558,0,NA,10,34,16
"1528","Pitcairnia sodiroi",4,"2015","2100_2300","Violet-tailed Sylph","16",1,14,112,9,"2015-04-28","FH1118",2120,3.193,0,NA,16,34,16
"1529","Pitcairnia sodiroi",4,"2015","2100_2300","Tawny-bellied Hermit","16",1,11,112,4,"2015-04-28","FH1118",2120,0.754,0,NA,15,34,16
"1530","Pitcairnia sodiroi",5,"2015","2100_2300","Violet-tailed Sylph","175",1,14,112,10,"2015-05-13","FH639",2272,3.193,0.000769027948672877,"May",16,34,175
"1531","Pitcairnia sodiroi",5,"2015","2100_2300","Collared Inca","175",1,16,112,9,"2015-05-13","FH639",2272,1.576,0.000769027948672877,"May",5,34,175
"1532","Pitcairnia sodiroi",5,"2015","2100_2300","Hoary Puffleg","175",1,18,112,0,"2015-05-13","FH639",NA,3.067,0.000769027948672877,"May",11,34,175
"1533","Pitcairnia sodiroi",5,"2015","2100_2300","Buff-tailed Coronet","175",1,17,112,0,"2015-05-13","FH639",NA,3.129,0.000769027948672877,"May",4,34,175
"1534","Pitcairnia sodiroi",5,"2015","2300_2500","Speckled Hummingbird","17",1,20,112,0,"2015-05-13","FH1119",NA,3.313,0.00395500087888908,"May",13,34,17
"1535","Pitcairnia sodiroi",5,"2015","2300_2500","Collared Inca","17",1,16,112,5,"2015-05-13","FH1119",2410,1.576,0.00395500087888908,"May",5,34,17
"1536","Pitcairnia sodiroi",7,"2013","2100_2300","Brown Inca","273",3,13,112,4,"2013-07-27","FL080",2120,1.461,0.000439444542098787,"Jul",3,34,273
"1537","Pitcairnia sodiroi",7,"2013","2100_2300","Tawny-bellied Hermit","273",1,11,112,0,"2013-07-25","FL080",NA,0.754,0.000439444542098787,"Jul",15,34,273
"1538","Pitcairnia sodiroi",7,"2013","2100_2300","Brown Inca","273",1,13,112,1,"2013-07-25","FL080",2120,1.461,0.000439444542098787,"Jul",3,34,273
"1539","Pitcairnia sodiroi",7,"2013","2100_2300","Tawny-bellied Hermit","273",3,11,112,1,"2013-07-27","FL080",2120,0.754,0.000439444542098787,"Jul",15,34,273
"1540","Pitcairnia sodiroi",7,"2013","2100_2300","Brown Inca","273",2,13,112,4,"2013-07-26","FL080",2120,1.461,0.000439444542098787,"Jul",3,34,273
"1541","Pitcairnia sodiroi",7,"2013","2100_2300","Green-fronted Lancebill","273",1,15,112,0,"2013-07-25","FL080",NA,1.558,0.000439444542098787,"Jul",10,34,273
"1542","Pitcairnia sodiroi",7,"2013","2100_2300","Violet-tailed Sylph","273",1,14,112,2,"2013-07-25","FL080",2120,3.193,0.000439444542098787,"Jul",16,34,273
"1543","Pitcairnia sodiroi",7,"2013","2100_2300","Violet-tailed Sylph","273",2,14,112,4,"2013-07-26","FL080",2120,3.193,0.000439444542098787,"Jul",16,34,273
"1544","Pitcairnia sodiroi",7,"2013","2100_2300","Green-fronted Lancebill","273",2,15,112,0,"2013-07-26","FL080",NA,1.558,0.000439444542098787,"Jul",10,34,273
"1545","Pitcairnia sodiroi",7,"2013","2100_2300","Violet-tailed Sylph","273",3,14,112,1,"2013-07-27","FL080",2120,3.193,0.000439444542098787,"Jul",16,34,273
"1546","Pitcairnia sodiroi",7,"2013","2100_2300","Tawny-bellied Hermit","273",2,11,112,0,"2013-07-26","FL080",NA,0.754,0.000439444542098787,"Jul",15,34,273
"1547","Pitcairnia sodiroi",7,"2013","2100_2300","Green-fronted Lancebill","273",3,15,112,0,"2013-07-27","FL080",NA,1.558,0.000439444542098787,"Jul",10,34,273
"1548","Psammisia aberrans",1,"2014","1900_2100","Booted Racket-tail","71",1,8,120,0,"2014-01-02","FH206",NA,1.838,0,NA,2,35,71
"1549","Psammisia aberrans",1,"2014","1900_2100","Purple-bibbed Whitetip","71",1,7,120,0,"2014-01-02","FH206",NA,1.2,0,NA,12,35,71
"1550","Psammisia aberrans",1,"2014","1900_2100","Brown Inca","71",1,13,120,1,"2014-01-02","FH206",1908,0.226,0,NA,3,35,71
"1551","Psammisia aberrans",1,"2014","1900_2100","Green-crowned Brilliant","71",1,10,120,0,"2014-01-02","FH206",NA,0.953,0,NA,9,35,71
"1552","Psammisia aberrans",1,"2014","1900_2100","Tawny-bellied Hermit","71",1,11,120,0,"2014-01-02","FH206",NA,0.933,0,NA,15,35,71
